Book_id,Title,Language_id,MRP,Publisher_id,Published_date,Volume,Status
191,Ms,3,745.19,5,2023-09-20,1,Available
192,Mr,4,118.37,1,2023-09-20,5,Available
193,Honorable,2,277.8,1,2023-09-20,9,Out of Stock
194,Mr,1,338.04,5,2023-09-20,10,In Stock
195,Honorable,1,729.38,1,2023-09-20,0,Out of Stock
196,Mr,2,198.98,1,2023-09-20,8,Available
197,Rev,5,614.18,5,2023-09-20,8,In Stock
198,Rev,1,229.22,5,2023-09-20,8,In Stock
199,Mr,1,184.65,1,2023-09-20,10,In Stock
200,Dr,2,84.09,2,2023-09-20,7,Available
201,Dr,1,184.49,4,2023-09-20,2,Out of Stock
202,Dr,1,509.55,1,2023-09-20,1,Available
203,Honorable,4,433.48,1,2023-09-20,6,Out of Stock
204,Honorable,3,450.62,3,2023-09-20,7,In Stock
205,Ms,4,52.08,4,2023-09-20,10,In Stock
206,Rev,2,668.28,5,2023-09-20,6,In Stock
207,Honorable,2,389.34,2,2023-09-20,7,Out of Stock
208,Mr,2,741.04,3,2023-09-20,6,Available
209,Honorable,1,574.96,4,2023-09-20,5,In Stock
210,Honorable,5,655.1,3,2023-09-20,8,Out of Stock
211,Honorable,3,443.56,5,2023-09-20,9,Out of Stock
212,Honorable,1,510.57,1,2023-09-20,2,In Stock
213,Honorable,4,164.1,5,2023-09-20,5,Out of Stock
214,Dr,4,763.9,1,2023-09-20,1,Out of Stock
215,Honorable,3,904.78,3,2023-09-20,0,Out of Stock
216,Rev,5,976.11,5,2023-09-20,4,In Stock
217,Honorable,4,195.62,1,2023-09-20,10,Out of Stock
218,Rev,2,383.44,4,2023-09-20,10,Available
219,Rev,5,235.74,5,2023-09-20,8,Out of Stock
220,Honorable,1,103.24,1,2023-09-20,7,In Stock
221,Rev,5,523.69,1,2023-09-20,4,In Stock
222,Rev,4,427.56,3,2023-09-20,1,Out of Stock
223,Rev,3,494.4,4,2023-09-20,4,Available
224,Mr,1,646.38,1,2023-09-20,3,Available
225,Rev,1,148.27,3,2023-09-20,2,In Stock
226,Dr,5,784.92,4,2023-09-20,8,Available
227,Honorable,2,463.98,4,2023-09-20,10,In Stock
228,Honorable,3,800.3,3,2023-09-20,10,Available
229,Mrs,4,799.24,5,2023-09-20,5,In Stock
230,Dr,1,994.98,5,2023-09-20,0,Out of Stock
231,Honorable,1,89.79,1,2023-09-20,5,Out of Stock
232,Mr,3,121.23,5,2023-09-20,7,Available
233,Rev,4,593.79,1,2023-09-20,0,In Stock
234,Ms,4,348.6,2,2023-09-20,10,Out of Stock
235,Ms,2,190.22,1,2023-09-20,2,In Stock
236,Dr,1,840.22,4,2023-09-20,4,Available
237,Mr,3,506.72,5,2023-09-20,8,Available
238,Dr,3,806.34,5,2023-09-20,10,Out of Stock
239,Ms,5,139.9,4,2023-09-20,2,Out of Stock
240,Mrs,3,501.8,3,2023-09-20,8,In Stock
241,Ms,3,773.63,3,2023-09-20,3,Available
242,Ms,3,137.87,5,2023-09-20,6,Out of Stock
243,Honorable,2,927.03,1,2023-09-20,1,In Stock
244,Dr,1,926.35,1,2023-09-20,3,Out of Stock
245,Mrs,3,367.17,5,2023-09-20,0,Out of Stock
246,Mrs,2,294.86,2,2023-09-20,9,In Stock
247,Mrs,5,330.4,4,2023-09-20,8,Out of Stock
248,Honorable,1,452.65,1,2023-09-20,10,Out of Stock
249,Honorable,3,101.98,3,2023-09-20,10,Out of Stock
250,Mr,4,934.96,5,2023-09-20,0,Available
251,Ms,2,78.94,4,2023-09-20,3,Out of Stock
252,Honorable,1,740.88,4,2023-09-20,2,Available
253,Mr,1,490.71,5,2023-09-20,3,Available
254,Rev,5,998.64,3,2023-09-20,6,Out of Stock
255,Ms,3,70.91,4,2023-09-20,7,Available
256,Mr,1,130.19,4,2023-09-20,3,Available
257,Honorable,2,124.32,3,2023-09-20,7,Out of Stock
258,Honorable,4,338.13,5,2023-09-20,10,Out of Stock
259,Rev,5,364.32,2,2023-09-20,6,In Stock
260,Ms,3,834.59,2,2023-09-20,1,Available
261,Mr,2,673.89,2,2023-09-20,2,Out of Stock
262,Rev,1,166.78,2,2023-09-20,0,In Stock
263,Ms,3,422.46,4,2023-09-20,7,Available
264,Mrs,1,922.27,5,2023-09-20,2,Available
265,Mrs,3,386.79,4,2023-09-20,8,Out of Stock
266,Mrs,5,657.36,5,2023-09-20,7,In Stock
267,Ms,5,402.45,5,2023-09-20,4,Available
268,Rev,1,887.94,3,2023-09-20,6,Available
269,Mr,1,567.89,5,2023-09-20,1,Available
270,Dr,2,958.37,2,2023-09-20,0,Available
271,Rev,5,423.9,2,2023-09-20,5,Available
272,Honorable,4,449.8,4,2023-09-20,0,In Stock
273,Honorable,5,884.72,5,2023-09-20,9,In Stock
274,Mrs,5,370.29,4,2023-09-20,10,In Stock
275,Mrs,4,688.96,4,2023-09-20,5,Available
276,Honorable,4,17.75,2,2023-09-20,1,In Stock
277,Mr,3,228.26,1,2023-09-20,0,Available
278,Honorable,4,874.84,3,2023-09-20,5,Available
279,Ms,2,32.36,3,2023-09-20,8,Available
280,Rev,3,537.81,1,2023-09-20,2,Available
281,Honorable,4,802.93,5,2023-09-20,2,In Stock
282,Mrs,1,443,5,2023-09-20,3,Available
283,Mrs,5,661.73,5,2023-09-20,9,Available
284,Honorable,4,815.65,4,2023-09-20,3,Out of Stock
285,Mr,4,241.51,1,2023-09-20,8,In Stock
286,Honorable,4,347.16,2,2023-09-20,10,Out of Stock
287,Mr,3,982.28,1,2023-09-20,5,Out of Stock
288,Honorable,2,960.45,1,2023-09-20,1,Out of Stock
289,Honorable,1,421.93,3,2023-09-20,3,Out of Stock
290,Rev,2,810.84,2,2023-09-20,6,In Stock
291,Ms,4,985.64,1,2023-09-20,6,Out of Stock
292,Dr,1,463.16,2,2023-09-20,10,Available
293,Ms,4,479.4,3,2023-09-20,7,Out of Stock
294,Honorable,5,939.98,3,2023-09-20,10,Available
295,Rev,2,939.69,5,2023-09-20,4,Available
296,Dr,1,562.57,2,2023-09-20,1,Available
297,Honorable,3,409.11,4,2023-09-20,5,In Stock
298,Mrs,2,197.72,1,2023-09-20,7,Out of Stock
299,Mrs,3,737.58,5,2023-09-20,6,Out of Stock
300,Mrs,5,703.19,4,2023-09-20,1,In Stock
301,Rev,4,723.86,4,2023-09-20,2,Available
302,Rev,5,639.84,4,2023-09-20,7,Out of Stock
303,Mr,3,524.59,5,2023-09-20,0,Out of Stock
304,Rev,2,783.12,4,2023-09-20,0,Available
305,Rev,3,573.7,2,2023-09-20,3,Out of Stock
306,Dr,4,62.37,4,2023-09-20,10,Out of Stock
307,Honorable,3,852.79,2,2023-09-20,9,In Stock
308,Honorable,1,416.78,5,2023-09-20,8,Out of Stock
309,Ms,1,275,4,2023-09-20,10,Available
310,Rev,1,160.98,5,2023-09-20,7,Available
311,Rev,3,522.25,2,2023-09-20,5,Available
312,Mrs,2,668.95,4,2023-09-20,7,In Stock
313,Rev,2,128.13,4,2023-09-20,0,Available
314,Rev,5,695.12,5,2023-09-20,3,Available
315,Mrs,1,686.83,5,2023-09-20,10,Out of Stock
316,Honorable,2,964.22,4,2023-09-20,7,Out of Stock
317,Rev,3,846.86,5,2023-09-20,2,Out of Stock
318,Mrs,5,10.59,5,2023-09-20,8,Out of Stock
319,Mrs,3,205.08,1,2023-09-20,5,Available
320,Honorable,3,705.93,3,2023-09-20,10,Out of Stock
321,Mr,3,400.92,3,2023-09-20,4,In Stock
322,Mr,2,672.8,4,2023-09-20,5,Out of Stock
323,Mrs,1,51.54,5,2023-09-20,3,In Stock
324,Mrs,3,246.24,2,2023-09-20,0,Available
325,Mrs,4,77.77,2,2023-09-20,1,Available
326,Ms,4,373.96,5,2023-09-20,4,Out of Stock
327,Rev,1,664.26,3,2023-09-20,7,In Stock
328,Ms,3,451.12,5,2023-09-20,3,Out of Stock
329,Ms,2,265.03,4,2023-09-20,10,Available
330,Mrs,1,810.3,3,2023-09-20,9,In Stock
331,Honorable,4,928.62,3,2023-09-20,1,Out of Stock
332,Mrs,5,275.8,2,2023-09-20,0,In Stock
333,Dr,2,603.84,1,2023-09-20,7,Available
334,Mr,1,135.42,4,2023-09-20,9,Available
335,Rev,5,553.46,3,2023-09-20,6,Out of Stock
336,Mr,1,335.11,2,2023-09-20,3,In Stock
337,Rev,1,143.63,4,2023-09-20,3,Available
338,Ms,3,55.61,4,2023-09-20,1,Available
339,Honorable,4,437.02,3,2023-09-20,8,In Stock
340,Dr,2,173.22,2,2023-09-20,0,Available
341,Dr,1,679.27,5,2023-09-20,3,Out of Stock
342,Ms,1,386.09,5,2023-09-20,4,Available
343,Ms,3,820.39,3,2023-09-20,1,In Stock
344,Mr,5,216.22,3,2023-09-20,5,Out of Stock
345,Dr,5,719.31,5,2023-09-20,7,Out of Stock
346,Dr,5,639.25,1,2023-09-20,0,In Stock
347,Dr,4,364.45,1,2023-09-20,5,In Stock
348,Dr,5,804.13,3,2023-09-20,7,In Stock
349,Mr,5,883.49,1,2023-09-20,4,Out of Stock
350,Mr,3,422.96,5,2023-09-20,6,In Stock
351,Honorable,4,7.45,1,2023-09-20,5,Available
352,Ms,2,831.71,5,2023-09-20,10,Available
353,Mrs,1,827.36,5,2023-09-20,9,Out of Stock
354,Dr,2,471.87,4,2023-09-20,8,Available
355,Mrs,1,353.08,4,2023-09-20,5,In Stock
356,Dr,4,430.23,5,2023-09-20,1,In Stock
357,Ms,1,214.24,5,2023-09-20,3,Available
358,Ms,2,653.97,3,2023-09-20,3,In Stock
359,Mrs,5,833.17,2,2023-09-20,9,Available
360,Mr,5,991.78,4,2023-09-20,8,Available
361,Honorable,1,485.46,1,2023-09-20,8,Available
362,Mr,5,638.02,2,2023-09-20,6,Available
363,Honorable,5,530.8,4,2023-09-20,5,Available
364,Mr,5,893.1,3,2023-09-20,10,In Stock
365,Mrs,2,330.78,2,2023-09-20,2,In Stock
366,Honorable,5,656.46,5,2023-09-20,1,In Stock
367,Mr,1,975.06,3,2023-09-20,0,Available
368,Rev,3,98.2,1,2023-09-20,3,Out of Stock
369,Mr,5,415.88,1,2023-09-20,3,In Stock
370,Mrs,5,838.98,2,2023-09-20,5,Out of Stock
371,Dr,1,97.61,1,2023-09-20,2,Available
372,Ms,1,486.68,4,2023-09-20,7,In Stock
373,Ms,5,718.2,1,2023-09-20,1,Available
374,Dr,2,786.52,4,2023-09-20,6,Available
375,Dr,4,139.49,5,2023-09-20,1,Out of Stock
376,Rev,1,902.27,2,2023-09-20,9,In Stock
377,Mr,2,220.73,1,2023-09-20,3,Available
378,Mr,4,659.18,1,2023-09-20,2,Out of Stock
379,Ms,3,211.39,3,2023-09-20,5,Out of Stock
380,Honorable,2,372.94,1,2023-09-20,1,In Stock
381,Rev,4,24.74,5,2023-09-20,8,In Stock
382,Rev,4,126.24,1,2023-09-20,0,Out of Stock
383,Honorable,2,847.51,4,2023-09-20,6,Available
384,Ms,3,10.7,2,2023-09-20,8,Out of Stock
385,Rev,3,30.1,4,2023-09-20,7,Available
386,Rev,5,420.34,5,2023-09-20,7,Available
387,Dr,5,208.35,2,2023-09-20,3,Out of Stock
388,Rev,4,735.05,3,2023-09-20,9,In Stock
389,Rev,5,463.66,3,2023-09-20,10,Available
390,Dr,4,672.4,3,2023-09-20,8,Available
391,Mrs,2,679.75,3,2023-09-20,0,Out of Stock
392,Rev,3,611.83,3,2023-09-20,9,In Stock
393,Mrs,5,318.38,5,2023-09-20,2,Out of Stock
394,Mrs,3,641.18,2,2023-09-20,2,Out of Stock
395,Mr,4,434.69,5,2023-09-20,4,In Stock
396,Mrs,3,930.95,1,2023-09-20,8,Out of Stock
397,Mrs,5,983.99,4,2023-09-20,0,Available
398,Honorable,4,837.69,5,2023-09-20,10,In Stock
399,Mrs,5,454.17,4,2023-09-20,4,Out of Stock
400,Ms,3,430.31,5,2023-09-20,9,In Stock
401,Honorable,2,567.25,2,2023-09-20,3,Available
402,Mrs,5,375.76,3,2023-09-20,1,Available
403,Ms,1,204.93,4,2023-09-20,5,Available
404,Mr,1,46.85,4,2023-09-20,4,In Stock
405,Dr,4,248.27,1,2023-09-20,0,In Stock
406,Ms,3,316.79,5,2023-09-20,7,Out of Stock
407,Rev,4,808.63,5,2023-09-20,0,In Stock
408,Mr,3,800.78,4,2023-09-20,5,Available
409,Mr,1,462.64,4,2023-09-20,9,Out of Stock
410,Dr,1,719.04,4,2023-09-20,3,In Stock
411,Honorable,4,280.91,4,2023-09-20,8,Out of Stock
412,Rev,3,607.26,1,2023-09-20,8,Available
413,Ms,2,310.28,2,2023-09-20,4,Available
414,Rev,5,348.57,3,2023-09-20,9,In Stock
415,Ms,1,106.06,2,2023-09-20,8,Out of Stock
416,Mrs,2,39.57,4,2023-09-20,9,In Stock
417,Ms,3,332.2,4,2023-09-20,2,Out of Stock
418,Dr,5,812.47,1,2023-09-20,0,Available
419,Honorable,3,686.9,2,2023-09-20,3,In Stock
420,Rev,4,262.46,1,2023-09-20,4,Out of Stock
421,Rev,3,569.08,1,2023-09-20,0,Out of Stock
422,Honorable,2,455.38,3,2023-09-20,5,Out of Stock
423,Dr,5,746.16,2,2023-09-20,1,In Stock
424,Honorable,1,172.99,1,2023-09-20,4,Out of Stock
425,Mr,5,780.55,4,2023-09-20,3,Out of Stock
426,Mr,4,439.84,5,2023-09-20,2,In Stock
427,Rev,2,125.86,1,2023-09-20,10,In Stock
428,Mrs,4,853.79,2,2023-09-20,7,In Stock
429,Dr,5,113.14,2,2023-09-20,8,Available
430,Mrs,5,983.46,2,2023-09-20,1,Available
431,Mr,5,704.64,3,2023-09-20,10,Available
432,Ms,5,140.42,1,2023-09-20,0,Available
433,Dr,3,658.02,2,2023-09-20,0,In Stock
434,Honorable,5,954.12,3,2023-09-20,6,Available
435,Ms,1,927.76,3,2023-09-20,5,In Stock
436,Honorable,1,395.82,2,2023-09-20,6,Out of Stock
437,Dr,4,712.75,5,2023-09-20,6,Available
438,Mr,3,954.02,5,2023-09-20,5,Out of Stock
439,Rev,3,291.58,2,2023-09-20,10,Available
440,Mr,1,770.15,3,2023-09-20,6,Available
441,Mrs,1,770.88,1,2023-09-20,7,Out of Stock
442,Dr,3,781.92,2,2023-09-20,7,In Stock
443,Mrs,5,806.81,3,2023-09-20,5,Available
444,Honorable,3,97.94,3,2023-09-20,7,In Stock
445,Honorable,5,88.69,2,2023-09-20,1,In Stock
446,Ms,3,169.26,3,2023-09-20,7,Available
447,Dr,4,571.53,3,2023-09-20,4,Out of Stock
448,Rev,5,584.29,3,2023-09-20,10,In Stock
449,Mrs,3,765.6,3,2023-09-20,7,In Stock
450,Mrs,4,691.81,4,2023-09-20,9,Out of Stock
451,Mr,1,823.08,4,2023-09-20,3,Available
452,Dr,4,879.39,4,2023-09-20,8,In Stock
453,Mr,3,858.89,4,2023-09-20,0,In Stock
454,Dr,5,343.77,3,2023-09-20,0,In Stock
455,Ms,3,325.92,2,2023-09-20,1,In Stock
456,Dr,2,409.5,3,2023-09-20,5,In Stock
457,Mrs,3,586.75,1,2023-09-20,2,Available
458,Mr,5,569.31,5,2023-09-20,2,Out of Stock
459,Honorable,4,300.2,5,2023-09-20,9,Available
460,Honorable,3,331.77,3,2023-09-20,3,Available
461,Mr,1,760.77,2,2023-09-20,8,Available
462,Ms,2,766.42,5,2023-09-20,9,Available
463,Rev,1,782.7,4,2023-09-20,8,Available
464,Honorable,4,903.27,2,2023-09-20,4,Out of Stock
465,Ms,2,153.75,4,2023-09-20,9,In Stock
466,Ms,3,223.46,2,2023-09-20,9,Available
467,Ms,2,320.72,3,2023-09-20,1,Available
468,Honorable,4,596.98,1,2023-09-20,3,In Stock
469,Mrs,3,855.74,4,2023-09-20,1,Available
470,Rev,5,124.24,1,2023-09-20,1,Available
471,Mr,4,4.38,4,2023-09-20,5,In Stock
472,Honorable,3,903.34,4,2023-09-20,7,Out of Stock
473,Mrs,1,580.45,4,2023-09-20,1,Available
474,Ms,4,979.79,2,2023-09-20,6,Available
475,Honorable,1,412.17,5,2023-09-20,4,Out of Stock
